loc,room_type,size,room_floor,building_floor,parking,elevator,heat_type,animal,aircondition,laundry,bed,desk,closet,tv,shoes,refrigerator,gas,induction,microwave,doar_lock,bidet,price
"[126.9684593819662, 37.55892738848226]",원룸,9.9,2,4,False,False,중앙 난방,False,True,True,True,True,True,True,True,True,False,True,True,False,False,3510
"[127.00839739394867, 37.55482996243095]",원룸,18.2,1,3,True,False,개별 난방,False,True,True,True,True,True,False,True,True,True,False,False,True,False,6800.0
"[127.02026553835462, 37.566451381089834]",원룸,14.8,2,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,False,False,3937.0
"[126.9885464018, 37.5584156754]",1.5룸,39.6,-1,1,True,False,개별 난방,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5500.0
"[127.01232262187528, 37.55730916326584]",원룸,16.5,0,5,False,False,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,False,False,4300.0
"[126.96822769418286, 37.56081941992014]",원룸,30.8,4,39,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,True,10300.0
"[127.0002671171575, 37.563299633404846]",오피스텔,28.0,4,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,False,True,8700.0
"[127.0123583056, 37.5540835881]",투룸,24.1,4,6,True,True,개별 난방,False,True,True,False,False,False,False,True,False,False,True,False,False,False,11600.0
"[127.0135983820167, 37.552537339307186]",원룸,19.8,3,4,False,False,개별 난방,False,True,True,False,False,False,True,False,True,False,True,False,False,False,4700
"[127.0002671171575, 37.563299633404846]",원룸,23.1,11,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,True,8600.0
"[127.01293762857513, 37.55342399560364]",원룸,24.8,3,5,True,True,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,9700.0
"[127.0002671171575, 37.563299633404846]",오피스텔,23.1,13,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,True,9200.0
"[127.00453628595177, 37.56035869343467]",오피스텔,19.8,5,10,True,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,8000.0
"[127.01226356413592, 37.556051376972626]",원룸,23.1,5,5,True,True,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,13000.0
"[127.00954767777114, 37.558372597054]",투룸,52.8,3,4,True,False,개별 난방,True,False,False,False,False,False,False,False,False,True,False,False,True,False,13000.0
"[126.9679496169859, 37.565288287128276]",원룸,36.3,8,15,True,True,중앙 난방,True,True,True,True,True,True,True,True,True,True,True,True,True,True,13800.0
"[127.0013220207541, 37.564272702384436]",오피스텔,19.8,7,14,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,7659.999999999999
"[127.0002671171575, 37.563299633404846]",원룸,23.1,7,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,True,8700.0
"[127.01293762857513, 37.55342399560364]",원룸,26.4,2,5,True,False,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,8700.0
"[127.0002671171575, 37.563299633404846]",원룸,23.1,10,20,True,True,개별 난방,False,True,True,False,False,True,False,False,True,False,True,False,True,True,8800.0
"[127.01664336616349, 37.566037489131276]",오피스텔,26.4,13,22,True,True,개별 난방,False,True,True,False,True,True,False,True,True,True,True,True,True,False,9000.0
"[127.001314, 37.564286]",원룸,19.8,10,14,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,7659.999999999999
"[126.96822769418286, 37.56081941992014]",쓰리룸,115.5,23,35,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,True,72500.0
"[127.02142422409088, 37.56512491033021]",투룸,42.9,2,6,True,True,개별 난방,False,True,True,False,False,False,False,True,False,False,True,False,True,False,25100.0
"[127.0014667848535, 37.55841261785599]",1.5룸,33.06,2,3,False,False,개별 난방,True,True,True,False,False,False,False,True,True,False,True,True,True,False,11500.0
"[126.96891669539376, 37.558754518320654]",원룸,13.2,4,6,True,True,개별 난방,False,True,True,True,True,True,False,True,True,False,False,True,True,False,4010
"[127.0002671171575, 37.563299633404846]",투룸,36.3,13,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,True,15300.0
"[127.01355769472701, 37.55283287135013]",투룸,39.6,1,4,False,False,개별 난방,False,False,False,False,False,False,False,True,False,True,False,False,False,False,7000.0
"[127.00332325861642, 37.56645307364393]",투룸,92.4,7,13,True,True,개별 난방,False,True,False,True,True,True,False,True,True,True,False,True,True,False,9300.0
"[127.0064007608, 37.5516549707]",원룸,26.4,3,4,False,False,개별 난방,False,True,True,False,False,False,False,True,True,True,False,True,True,False,6000
"[127.01062950326255, 37.557287703894765]",원룸,19.8,2,5,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,True,True,False,7000.0
"[127.00950621910125, 37.55274677122919]",원룸,36.3,4,5,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,9500.0
"[127.01884934587882, 37.57020696560901]",원룸,16.5,3,10,False,True,개별 난방,False,True,True,False,False,True,False,False,True,False,True,True,True,False,6600.0
"[127.02327190613819, 37.56658417415583]",오피스텔,22.4,7,19,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8200.0
"[127.0117388906, 37.5589526417]",투룸,52.8,3,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11800.0
"[127.02117022609144, 37.56351037082897]",투룸,46.2,5,6,True,True,개별 난방,False,True,True,False,False,False,False,True,False,True,False,False,True,False,25600.0
"[127.01026737620631, 37.55755443115307]",투룸,39.6,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14000
"[126.96822769418286, 37.56081941992014]",투룸,62.7,26,39,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,True,True,19000.0
"[127.02332120759665, 37.56497318349817]",오피스텔,21.4,15,17,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8500.0
"[127.00692572653992, 37.550227759680574]",투룸,66.0,1,1,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
"[126.97203532625407, 37.56026536912189]",1.5룸,49.5,9,17,True,True,개별 난방,False,True,True,False,False,True,False,True,False,True,False,False,True,True,16100.0
"[127.0121825644746, 37.55903548847969]",원룸,23.1,4,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,True,False,6800.0
"[126.96822769418286, 37.56081941992014]",투룸,62.7,8,39,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,True,True,20000.0
"[127.0172312644, 37.5630569092]",투룸,39.6,3,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10500.0
"[127.00632049224004, 37.56600605721663]",오피스텔,23.1,7,15,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,False,False,8700.0
"[127.02327190613819, 37.56658417415583]",오피스텔,15.9,18,19,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8700.0
"[127.00525643301731, 37.56487445826573]",오피스텔,29.7,13,15,True,True,중앙 난방,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7500.0
"[127.02262869582822, 37.56562563945197]",오피스텔,26.4,6,15,True,False,개별 난방,True,True,True,False,False,True,False,True,True,True,False,True,True,False,7000.0
"[127.00944730875432, 37.55225302900233]",투룸,49.5,-1,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
"[127.01721778837357, 37.5635182213605]",1.5룸,33.0,5,5,True,True,개별 난방,False,True,True,False,False,False,False,True,True,True,False,False,True,False,18700.0
"[127.01163563723696, 37.564553247249904]",원룸,7.6,1,1,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,False,False,4800.0
"[127.01687385952309, 37.56420663222599]",원룸,33.0,4,8,False,True,개별 난방,False,True,False,False,False,False,False,True,True,False,True,False,True,False,7000.0
"[127.0108055501345, 37.553770193172156]",투룸,52.8,6,7,False,True,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11650.0
"[127.01442219297829, 37.55223090220155]",원룸,23.1,1,3,False,False,개별 난방,False,False,True,False,False,False,False,False,True,True,False,False,False,False,3500
"[127.0171950858, 37.5632335098]",원룸,23.1,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4500
"[127.01121793220697, 37.55670740712617]",원룸,19.8,2,3,False,False,개별 난방,False,True,True,False,False,False,False,False,True,False,False,False,False,False,6500.0
"[127.01201560737744, 37.562444877595034]",원룸,23.1,5,5,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
"[127.02097646855644, 37.56679723934871]",투룸,42.9,3,3,False,False,개별 난방,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8200.0
"[127.0002671171575, 37.563299633404846]",원룸,23.1,9,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,True,8600.0
"[127.0123583056, 37.5540835881]",투룸,24.1,3,6,False,True,개별 난방,False,True,True,False,False,False,False,True,False,False,True,False,False,False,23600.0
"[126.98076935479594, 37.5563351629971]",원룸,23.1,2,6,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8600.0
"[127.02329470578908, 37.567103143287675]",오피스텔,16.3,16,18,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,7600.0
"[126.99721577583257, 37.5597352578677]",투룸,39.6,3,6,True,True,개별 난방,False,True,True,False,False,False,False,True,False,True,False,False,True,False,24700.0
"[127.0121364314, 37.553723212]",1.5룸,36.3,3,3,True,False,개별 난방,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6800.0
"[127.0002671171575, 37.563299633404846]",원룸,23.1,11,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,True,8500.0
"[127.00800360479042, 37.555305716566856]",원룸,23.1,1,1,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5000
"[127.0105170824, 37.5626612598]",투룸,56.1,4,4,False,False,개별 난방,True,False,False,False,False,False,False,False,False,True,False,False,False,False,16300.0
"[127.00189700356658, 37.564049247460495]",원룸,14.8,13,14,True,True,중앙 난방,False,True,True,True,False,True,False,True,True,False,False,False,False,False,5600.0
"[127.00189700356658, 37.564049247460495]",원룸,26.4,9,14,True,True,중앙 난방,False,True,True,True,False,True,False,False,True,False,True,False,False,False,7900.0
"[127.02142422409088, 37.56512491033021]",투룸,42.9,3,6,True,True,개별 난방,False,True,True,False,False,False,False,True,False,False,True,False,True,False,25600.0
"[127.02165927112605, 37.56379860096396]",원룸,19.8,4,5,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,6400.0
"[127.0119958004, 37.5518563584]",투룸,59.4,3,6,True,True,개별 난방,True,True,False,False,False,False,False,False,True,False,False,False,False,False,11500.0
"[127.01712347885042, 37.566866336747545]",오피스텔,52.8,19,29,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,33500.0
"[127.01458096729523, 37.55396800683972]",투룸,62.7,2,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
"[127.0132507916, 37.5580154446]",투룸,39.6,-1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7050.0
"[127.0145056848, 37.5626031733]",투룸,42.9,2,3,False,False,개별 난방,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7000
"[127.00864166244382, 37.553236980591166]",쓰리룸,59.4,3,5,True,True,개별 난방,False,False,False,False,False,False,False,True,False,True,False,False,False,False,15500.0
"[127.00129476644227, 37.55910098168186]",투룸,39.6,1,5,False,False,개별 난방,False,False,True,False,False,False,False,False,True,False,False,False,False,False,10800.0
"[127.0233347901277, 37.564973180814384]",오피스텔,21.1,4,17,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8500.0
"[127.0127036183, 37.5615762448]",원룸,18.2,4,5,False,False,개별 난방,False,True,True,False,False,True,False,False,True,True,False,True,False,False,4500
"[127.01664336616349, 37.566037489131276]",원룸,39.6,8,22,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,True,True,False,12700.0
"[127.0219860973, 37.5666925401]",투룸,42.9,3,10,True,True,개별 난방,True,True,True,False,False,False,False,True,True,False,True,False,True,False,24700.0
"[127.00950621910125, 37.55274677122919]",원룸,36.3,4,5,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,9250.0
"[127.01435157595384, 37.56167336363946]",원룸,19.8,2,8,False,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,7100.0
"[127.01442219297829, 37.55223090220155]",원룸,23.1,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5000
"[127.00332325861642, 37.56645307364393]",오피스텔,26.4,10,15,True,True,개별 난방,True,True,True,True,True,True,True,True,True,True,False,True,False,False,8500.0
"[127.0123583056, 37.5540835881]",1.5룸,18.2,3,6,True,True,개별 난방,False,True,True,False,False,False,False,True,False,False,True,False,False,False,9600.0
"[127.00993682316835, 37.55697061314327]",투룸,33.0,3,6,False,True,개별 난방,False,True,True,False,False,False,False,True,True,True,False,False,True,False,20800.0
"[126.99143417148868, 37.56303623200457]",1.5룸,33.0,5,5,False,False,개별 난방,False,True,False,True,True,False,True,False,False,False,True,False,False,True,4700.0
"[127.0127036183, 37.5615762448]",원룸,19.8,4,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,4600.0
"[127.0220865944092, 37.569705450906476]",투룸,49.5,1,3,False,False,개별 난방,False,True,False,False,False,True,False,True,False,True,False,False,True,False,10300.0
"[127.0110831639067, 37.56374240372725]",1.5룸,19.8,1,1,False,False,개별 난방,True,True,False,False,False,False,False,False,True,True,False,False,False,False,5500
"[127.00330968043971, 37.56655758955593]",원룸,26.4,3,13,True,True,개별 난방,False,True,True,True,True,True,False,True,True,True,False,True,True,False,8800.0
"[127.02225416578304, 37.56984957870727]",1.5룸,42.9,5,8,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,True,False,False,20000.0
"[127.021438934555, 37.569060457520955]",투룸,52.8,5,5,False,False,개별 난방,True,False,False,False,False,False,False,True,False,False,False,False,False,False,7600.0
"[127.02327190613819, 37.56658417415583]",오피스텔,22.5,14,19,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8200.0
"[127.0102723075, 37.5604988892]",투룸,33.0,1,2,False,False,개별 난방,True,False,False,False,False,False,False,True,False,False,False,False,False,False,9000
"[127.01664336616349, 37.566037489131276]",오피스텔,26.4,16,22,True,True,개별 난방,False,True,True,False,True,True,True,True,True,True,True,True,True,False,9300.0
"[127.0220865944092, 37.569705450906476]",투룸,49.5,1,4,False,False,개별 난방,True,True,False,False,False,True,False,True,False,True,False,False,True,False,9300.0
"[127.0069166280103, 37.54973761704096]",투룸,29.7,2,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6500
"[127.0002671171575, 37.563299633404846]",오피스텔,23.1,14,20,True,True,개별 난방,False,True,True,False,False,True,False,True,False,False,True,False,True,True,8700.0
"[127.0008420461579, 37.55867931912703]",원룸,13.2,2,5,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,6000.0
"[127.011960851, 37.5597671207]",1.5룸,33.0,2,3,False,False,개별 난방,False,True,False,False,False,False,False,True,False,True,False,False,True,False,11000
"[127.0121825644746, 37.55903548847969]",원룸,23.1,4,4,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,6800.0
"[126.9977680848, 37.5600271926]",투룸,46.2,-1,2,False,False,개별 난방,False,False,True,False,False,True,False,False,True,True,False,False,True,False,9000
"[127.02333962347689, 37.565953463608814]",오피스텔,23.1,7,14,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,7000.0
"[127.0134280731, 37.5620554949]",투룸,33.0,1,2,False,False,개별 난방,False,True,False,False,False,False,False,True,False,False,False,False,False,False,7000
"[127.0057714933, 37.5509342045]",쓰리룸,59.4,3,5,True,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16200.0
"[127.00502472236644, 37.55284435477601]",원룸,50.1,2,5,False,False,개별 난방,False,False,True,False,False,False,False,False,True,True,False,False,False,False,3500
"[127.01664336616349, 37.566037489131276]",오피스텔,24.6,9,22,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,9000.0
"[127.0090896423723, 37.55180976598049]",투룸,49.5,-1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8500
"[127.00979129958591, 37.551935849627895]",1.5룸,33.0,1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
"[127.0085466247365, 37.55345683101177]",원룸,23.1,3,5,True,False,개별 난방,False,True,True,False,True,True,False,True,True,True,False,False,True,False,7600.0
"[127.00979129958591, 37.551935849627895]",1.5룸,33.0,1,2,False,False,개별 난방,False,False,True,False,False,True,False,True,True,True,False,False,True,False,6000
"[127.01664336616349, 37.566037489131276]",오피스텔,29.3,12,22,True,False,개별 난방,False,True,True,False,False,True,True,True,True,False,True,True,True,True,9500.0
"[127.01344064579985, 37.55643687578476]",투룸,46.2,1,2,False,False,개별 난방,False,False,False,False,False,True,False,True,False,True,False,False,True,False,20000
"[127.0177337855379, 37.56297394313231]",투룸,66.0,5,7,True,True,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16000.0
"[127.01087017280459, 37.562354888953145]",원룸,23.1,2,5,True,False,개별 난방,False,True,True,False,True,True,False,True,True,True,False,False,True,False,7500.0
"[127.00454534085259, 37.56036590106156]",원룸,19.8,9,10,True,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,8000.0
"[127.01884934587882, 37.57020696560901]",원룸,16.5,5,10,False,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,True,False,False,6600.0
"[127.01882671490684, 37.57023940505359]",원룸,16.5,5,10,False,True,개별 난방,False,True,True,False,True,True,False,False,True,False,True,False,True,False,6600.0
"[126.99308186543006, 37.56603485558155]",원룸,9.9,4,6,False,True,중앙 난방,False,True,True,True,True,True,True,True,True,False,True,True,False,False,3010
"[126.96998769910715, 37.563558910036356]",오피스텔,42.9,3,22,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,27400.0
"[127.00332325861642, 37.56645307364393]",1.5룸,35.6,5,13,True,True,개별 난방,False,True,False,True,True,True,True,True,True,False,True,True,True,False,11500.0
"[127.01211386665334, 37.55415208928928]",원룸,13.2,5,5,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,False,False,6500.0
"[126.98163835340583, 37.55708132721611]",원룸,9.9,2,5,True,False,중앙 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3010
"[127.0012766987143, 37.56149763364056]",원룸,23.14,5,5,False,True,개별 난방,True,False,False,False,False,True,False,True,False,False,True,False,True,False,9000
"[126.99081853532076, 37.5623081805318]",원룸,6.6,2,5,False,False,중앙 난방,False,True,True,True,True,True,True,True,True,False,True,True,False,False,1510.0
"[127.0002671171575, 37.563299633404846]",오피스텔,23.1,9,20,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,False,True,8700.0
"[127.00922090509806, 37.55171244799652]",원룸,33.0,1,4,False,False,개별 난방,False,True,True,False,False,False,False,True,True,True,False,False,True,False,7300.0
"[127.01344064579985, 37.55643687578476]",투룸,39.6,1,2,False,False,개별 난방,False,False,False,False,False,True,False,True,False,True,False,False,True,False,17000
"[127.00940312, 37.5608377365]",쓰리룸,82.5,2,4,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18200.0
"[127.02327190613819, 37.56658417415583]",오피스텔,23.1,18,20,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8200.0
"[127.00146678485348, 37.55841261785599]",1.5룸,39.6,3,3,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,True,True,False,15100.0
"[126.96822769418286, 37.56081941992014]",투룸,62.7,26,39,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,True,18600.0
"[127.01664336616349, 37.566037489131276]",오피스텔,24.6,8,22,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,True,True,True,8200.0
"[127.00113633477682, 37.56033715118567]",원룸,26.4,2,5,False,True,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,8500.0
"[127.01171527484914, 37.55269251283086]",원룸,36.3,4,7,True,True,개별 난방,False,True,True,False,False,True,True,True,True,True,False,False,True,False,10600.0
"[126.9787214089, 37.5624796114]",원룸,18.1,1,6,False,False,중앙 난방,False,True,True,True,True,True,True,True,True,False,True,True,True,False,7600.0
"[127.01414180887508, 37.55367974093098]",투룸,39.6,2,4,True,False,개별 난방,False,False,True,False,False,False,False,True,False,True,False,False,True,False,12250.0
"[126.96822769418286, 37.56081941992014]",오피스텔,29.7,4,39,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,15300.0
"[127.00632049224004, 37.56600605721663]",오피스텔,39.6,10,15,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,False,False,15000.0
"[127.0221496346, 37.5685269369]",1.5룸,39.6,3,4,False,False,개별 난방,True,False,False,False,False,False,False,True,False,False,False,False,False,False,7000
"[126.96673392316691, 37.560314450269075]",원룸,19.8,2,6,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,10500.0
"[127.00950621910125, 37.55274677122919]",원룸,42.9,5,5,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,9300.0
"[127.01244483955436, 37.55723346666884]",원룸,19.8,1,5,False,False,개별 난방,False,True,True,True,False,True,False,True,True,True,False,False,True,False,5500.0
"[127.00138982626272, 37.55853875839246]",쓰리룸,56.1,2,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17500.0
"[127.02090035393137, 37.56985703410676]",오피스텔,23.1,7,12,True,True,개별 난방,True,True,True,False,False,True,False,True,True,False,True,False,True,False,7600.0
"[126.99712989503774, 37.55619253458476]",쓰리룸,72.7,1,1,True,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
"[126.9853275518, 37.5587829261]",원룸,19.8,2,2,False,False,개별 난방,False,True,True,True,False,False,True,True,True,True,False,False,True,False,10400.0
"[127.02655831347258, 37.56479230044844]",투룸,52.8,1,5,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
"[127.00632049224004, 37.56600605721663]",원룸,19.8,5,14,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,False,False,7500.0
"[126.9670028176, 37.5562600385]",아파트,82.5,11,15,True,True,개별 난방,False,False,False,False,False,True,False,True,False,True,False,False,True,False,55500.0
"[126.98042520285047, 37.556720733358155]",투룸,69.4,2,3,False,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
"[127.01267513635644, 37.553795235216896]",1.5룸,23.1,-1,5,True,False,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,6000.0
"[127.00223648198273, 37.56134985589701]",원룸,49.5,4,5,False,True,개별 난방,False,True,False,False,False,False,False,True,False,True,False,False,False,False,11000
"[127.0229673172, 37.5625477707]",쓰리룸,59.4,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
"[127.00181105599908, 37.56710903154925]",오피스텔,19.8,5,15,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,False,False,7300.0
"[127.0113592593, 37.5632270075]",원룸,26.4,4,5,True,False,개별 난방,False,True,True,False,False,False,True,True,True,False,True,False,True,False,8500.0
"[127.0169050338, 37.5619144927]",원룸,33.0,2,2,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7000
"[127.00245831630386, 37.56125975181158]",원룸,16.5,7,7,False,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,7200.0
"[127.02332610707121, 37.56616610133666]",오피스텔,26.4,9,15,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,True,True,False,7000.0
"[127.02262869582822, 37.56562563945197]",오피스텔,23.1,9,15,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,True,True,False,7000.0
"[127.0100777231, 37.5611440197]",투룸,49.5,2,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8000
"[127.01881529960373, 37.560858235612656]",원룸,23.1,4,5,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,7600.0
"[127.00862018463954, 37.56327409111475]",쓰리룸,59.4,2,5,False,False,개별 난방,False,False,False,False,False,False,False,True,False,True,False,False,False,False,22000.0
"[127.01265695587861, 37.55336275816292]",원룸,29.7,2,5,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,9700.0
"[127.0117388906, 37.5589526417]",투룸,49.5,3,4,False,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13300.0
"[127.01975683390081, 37.56034271161977]",투룸,42.9,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7000
